venue_uri,venue_name
https://dblp.org/streams/conf/ispw,ISPW
https://dblp.org/streams/conf/recosoc,ReCoSoC
https://dblp.org/streams/conf/financecom,FinanceCom
https://dblp.org/streams/conf/biosig,BIOSIG
https://dblp.org/streams/conf/fnms,Future Network & Mobile Summit
https://dblp.org/streams/conf/softerg,Software-Ergonomie
https://dblp.org/streams/conf/lion,LION
https://dblp.org/streams/conf/noms,NOMS
https://dblp.org/streams/conf/aisadm,AIS-ADM
https://dblp.org/streams/conf/iconac,ICAC
https://dblp.org/streams/conf/fc,Financial Cryptography
https://dblp.org/streams/conf/fps,FPS
https://dblp.org/streams/conf/lrec,LREC
https://dblp.org/streams/conf/rtsi,RTSI
https://dblp.org/streams/conf/pearl,PEARL
https://dblp.org/streams/conf/isorc,ISORC
https://dblp.org/streams/conf/pret,PRET
https://dblp.org/streams/conf/huc,UbiComp Adjunct
https://dblp.org/streams/conf/xsym,Xsym
https://dblp.org/streams/conf/ieeesec,SEC
https://dblp.org/streams/conf/fccm,FCCM
https://dblp.org/streams/conf/soups,SOUPS @ USENIX Security Symposium
https://dblp.org/streams/conf/adhocnets,ADHOCNETS
https://dblp.org/streams/conf/selmas,SELMAS
https://dblp.org/streams/conf/compsac,COMPSAC
https://dblp.org/streams/conf/aswsd,ASWSD
https://dblp.org/streams/conf/dfn,DFN-Forum Kommunikationstechnologien
https://dblp.org/streams/conf/icit2,ICIT
https://dblp.org/streams/conf/icores,ICORES
https://dblp.org/streams/conf/ACMicec,ICEC
https://dblp.org/streams/conf/adprl,ADPRL
https://dblp.org/streams/conf/codesisss,CODES+ISSS
https://dblp.org/streams/conf/compgeom,SoCG
https://dblp.org/streams/conf/euromlsys,EuroMLSys@EuroSys
https://dblp.org/streams/conf/sbcci,SBCCI
https://dblp.org/streams/conf/eusipco,EUSIPCO
https://dblp.org/streams/conf/plilp,PLILP
https://dblp.org/streams/conf/secon,SECON
https://dblp.org/streams/conf/aciids,ACIIDS (1)
https://dblp.org/streams/conf/iscas,ISCAS
https://dblp.org/streams/conf/iceis,ICEIS (1)
https://dblp.org/streams/conf/informatiktage,Informatiktage
https://dblp.org/streams/conf/ro-man,RO-MAN
https://dblp.org/streams/conf/iweb,Interaktion im Web
https://dblp.org/streams/conf/wetice,WETICE
https://dblp.org/streams/conf/widm,WIDM
https://dblp.org/streams/conf/seke,SEKE
https://dblp.org/streams/conf/isocc,ISOCC
https://dblp.org/streams/conf/iticse,ITiCSE-WGR
https://dblp.org/streams/conf/caise,CAiSE Forum
https://dblp.org/streams/conf/bpmds,BPMDS/EMMSAD@CAiSE
https://dblp.org/streams/conf/ecmdafa,ECMDA-FA
https://dblp.org/streams/conf/kcap,K-CAP
https://dblp.org/streams/conf/is,IS
https://dblp.org/streams/conf/aosd,AOSD (Companion)
https://dblp.org/streams/conf/ewdw,East/West Database Workshop
https://dblp.org/streams/conf/iscc,ISCC
https://dblp.org/streams/conf/rectour,RecTour@RecSys
https://dblp.org/streams/conf/ppsn,PPSN
https://dblp.org/streams/conf/glvlsi,ACM Great Lakes Symposium on VLSI
https://dblp.org/streams/conf/mss,MSST
https://dblp.org/streams/conf/kr,KR
https://dblp.org/streams/conf/ifip5-3,BASYS
https://dblp.org/streams/conf/profes,PROFES
https://dblp.org/streams/conf/esocc,ESOCC Workshops
https://dblp.org/streams/conf/etra,ETRA
https://dblp.org/streams/conf/bir,BIR
https://dblp.org/streams/conf/socpar,SoCPaR
https://dblp.org/streams/conf/hvc,Haifa Verification Conference
https://dblp.org/streams/conf/apn,ICATPN
https://dblp.org/streams/conf/rfidta,RFID-TA
https://dblp.org/streams/conf/qosa,QoSA
https://dblp.org/streams/conf/ecal,ECAL
https://dblp.org/streams/conf/aaaifs,AAAI Fall Symposium: Information Retrieval and Knowledge Discovery in Biomedical Text
https://dblp.org/streams/conf/secrypt,SECRYPT
https://dblp.org/streams/conf/smartgreens,SMARTGREENS/VEHITS (Selected Papers)
https://dblp.org/streams/conf/wmc,Workshop Mobile Commerce
https://dblp.org/streams/conf/wae,WAE
https://dblp.org/streams/conf/icete,ICETE (Selected Papers)
https://dblp.org/streams/conf/icumt,ICUMT
https://dblp.org/streams/conf/cts,CTS
https://dblp.org/streams/conf/provsec,ProvSec
https://dblp.org/streams/conf/isola,ISoLA (1)
https://dblp.org/streams/conf/bis,BIS
https://dblp.org/streams/conf/alt,ALT
https://dblp.org/streams/conf/foga,FOGA
https://dblp.org/streams/conf/ictai,TAI
https://dblp.org/streams/conf/ascc,ASCC
https://dblp.org/streams/conf/cases,CASES
https://dblp.org/streams/conf/esws,ESWC
https://dblp.org/streams/conf/geold,GeoLD-QuWeDa@ESWC
https://dblp.org/streams/series/ccis,SemWebEval@ESWC
https://dblp.org/streams/conf/re,RE Workshops
https://dblp.org/streams/conf/d4re-ws,D4RE@RE
https://dblp.org/streams/conf/clef,CLEF (Working Notes)
https://dblp.org/streams/conf/medhocnet,Med-Hoc-Net
https://dblp.org/streams/conf/iiwas,iiWAS
https://dblp.org/streams/conf/ease,EASE
https://dblp.org/streams/conf/eurosp,EuroS&P Workshops
https://dblp.org/streams/conf/sacrypt,Selected Areas in Cryptography
https://dblp.org/streams/conf/sis,WOSIS
https://dblp.org/streams/conf/icftcs,Fehlertolerierende Rechensysteme
https://dblp.org/streams/conf/alenex,ALENEX
https://dblp.org/streams/conf/arcs,ARCS Workshops
https://dblp.org/streams/conf/icexss,IESS
https://dblp.org/streams/conf/icla,ICLA
https://dblp.org/streams/conf/serp,Software Engineering Research and Practice
https://dblp.org/streams/conf/ieeehpcs,HPCS
https://dblp.org/streams/conf/oopsla,OOPSLA Companion
https://dblp.org/streams/conf/onward,Onward!
https://dblp.org/streams/conf/esec,ESEC/SIGSOFT FSE
https://dblp.org/streams/conf/sigsoft,SIGSOFT FSE
FoSER,FoSER
https://dblp.org/streams/conf/atest-ws,A-TEST@SIGSOFT FSE
https://dblp.org/streams/conf/rws,RWS
https://dblp.org/streams/conf/ac,Method and tools for compiler construction
https://dblp.org/streams/conf/sbac-pad,SBAC-PAD
https://dblp.org/streams/conf/eclipse,eTX
https://dblp.org/streams/conf/iwcmc,IWCMC
https://dblp.org/streams/conf/iski,IS/KI
https://dblp.org/streams/conf/forte,FMOODS/FORTE
https://dblp.org/streams/conf/dis,DS
https://dblp.org/streams/conf/wecwis,CBI (1)
https://dblp.org/streams/conf/ices,ICES
https://dblp.org/streams/conf/ifip,IFIP Congress (1)
https://dblp.org/streams/conf/cser,CSER
https://dblp.org/streams/conf/springsim,SpringSim (ANSS)
https://dblp.org/streams/conf/aag,AAG
https://dblp.org/streams/conf/adt,ADT
https://dblp.org/streams/conf/icatech,ICAT
https://dblp.org/streams/conf/indin,INDIN
https://dblp.org/streams/conf/prdc,PRDC
https://dblp.org/streams/conf/stm,STM
https://dblp.org/streams/conf/icvs,ICVS
https://dblp.org/streams/conf/icns,ICNS
https://dblp.org/streams/conf/semco,ICSC
https://dblp.org/streams/conf/waoa,WAOA
https://dblp.org/streams/conf/mbees,MBEES
https://dblp.org/streams/conf/scored,SCORED@CCS
https://dblp.org/streams/conf/emnets,EmNets
https://dblp.org/streams/conf/gamifin,GamiFIN
https://dblp.org/streams/conf/hybrid,HSCC
https://dblp.org/streams/conf/cvpr,CVPR
https://dblp.org/streams/conf/mompes,MOMPES
https://dblp.org/streams/conf/dcc,DCC
https://dblp.org/streams/conf/nas,NAS
https://dblp.org/streams/conf/www,WWW
https://dblp.org/streams/conf/ldow,LDOW@WWW
https://dblp.org/streams/conf/schule,INFOS
https://dblp.org/streams/conf/giddi,DDI
https://dblp.org/streams/conf/gihdi,HDI
https://dblp.org/streams/conf/awc,AWC
https://dblp.org/streams/conf/icdl-epirob,ICDL-EPIROB
https://dblp.org/streams/conf/visapp,VISAPP (1)
https://dblp.org/streams/conf/bica,BICA
https://dblp.org/streams/conf/vlsi,VLSI-SoC
https://dblp.org/streams/conf/educon,EDUCON
https://dblp.org/streams/conf/vao,VAO@STAF
https://dblp.org/streams/conf/uic,UIC
https://dblp.org/streams/conf/dbisp2p,DBISP2P
https://dblp.org/streams/conf/icde,ICDE Workshops
https://dblp.org/streams/conf/icce-berlin,ICCE-Berlin
https://dblp.org/streams/conf/fct,FCT
https://dblp.org/streams/conf/ifip5-1,PLM (1)
https://dblp.org/streams/conf/gcai,GCAI
https://dblp.org/streams/conf/mpc,MPC
https://dblp.org/streams/conf/hpcn,HPCN Europe
https://dblp.org/streams/conf/icwe,ICWE
https://dblp.org/streams/conf/pakdd,PAKDD (1)
https://dblp.org/streams/conf/essos,ESSoS
https://dblp.org/streams/conf/itsc,ITSC
https://dblp.org/streams/conf/ssp,SSP
https://dblp.org/streams/conf/aina,AINA (1)
https://dblp.org/streams/conf/algocloud,ALGOCLOUD
https://dblp.org/streams/conf/acns,ACNS
https://dblp.org/streams/conf/cocoa,COCOA (2)
https://dblp.org/streams/conf/gsi,GSI (1)
https://dblp.org/streams/conf/rtss,RTSS
https://dblp.org/streams/conf/pdp,PDP
https://dblp.org/streams/conf/ismar,ISAR
https://dblp.org/streams/conf/icic,ICIC (1)
https://dblp.org/streams/conf/podc,PODC
https://dblp.org/streams/conf/armscc,ARMS-CC@PODC
TOPIC@PODC,TOPIC@PODC
https://dblp.org/streams/conf/dna,DNA
https://dblp.org/streams/conf/patmos,PATMOS
https://dblp.org/streams/conf/icsr,ICSR
https://dblp.org/streams/conf/fuzzIEEE,FUZZ-IEEE
https://dblp.org/streams/conf/esscirc,ESSCIRC
https://dblp.org/streams/conf/icfem,ICFEM
https://dblp.org/streams/conf/esa,ESA
https://dblp.org/streams/conf/kka,KKA
https://dblp.org/streams/conf/scm,SCM
https://dblp.org/streams/conf/afrigraph,Afrigraph
https://dblp.org/streams/conf/icmlc,ICMLC
https://dblp.org/streams/conf/icar,ICAR
https://dblp.org/streams/conf/acisp,ACISP
https://dblp.org/streams/conf/cccg,CCCG
https://dblp.org/streams/conf/bcs,BCS Int. Acad. Conf.
https://dblp.org/streams/conf/interspeech,INTERSPEECH
https://dblp.org/streams/conf/eurospeech,EUROSPEECH
https://dblp.org/streams/conf/cic,Communications in Computing
https://dblp.org/streams/conf/lfcs,LFCS
https://dblp.org/streams/conf/icdt,ICDT
https://dblp.org/streams/conf/dsn,DSN
https://dblp.org/streams/conf/wdag,DISC
https://dblp.org/streams/conf/egpgv,EGPGV@Eurographics
https://dblp.org/streams/conf/fgr,FG
https://dblp.org/streams/conf/aimech,AIM
https://dblp.org/streams/conf/wine,WINE
https://dblp.org/streams/conf/webi,WI
https://dblp.org/streams/conf/conext,CoNEXT (Short Papers)
https://dblp.org/streams/conf/europ4,EuroP4@CoNEXT
https://dblp.org/streams/conf/icsoft,ICSOFT (Selected Papers)
https://dblp.org/streams/conf/arc,ARC
https://dblp.org/streams/conf/hotedge,HotEdge
https://dblp.org/streams/conf/eee,EEE
https://dblp.org/streams/conf/holomas,HoloMAS
https://dblp.org/streams/conf/sand,SAND
https://dblp.org/streams/conf/mwcn,WMNC/PWC
https://dblp.org/streams/conf/esem,ESEM
https://dblp.org/streams/conf/cica,CICA
https://dblp.org/streams/conf/tqc,TQC
https://dblp.org/streams/conf/eurodac,EURO-DAC
https://dblp.org/streams/conf/robocup,RoboCup
https://dblp.org/streams/conf/iat,IAT
https://dblp.org/streams/conf/ispan,ISPAN
https://dblp.org/streams/conf/ecai,ECAI
https://dblp.org/streams/conf/eurosim,EUROSIM
https://dblp.org/streams/conf/nips,NeurIPS Datasets and Benchmarks
https://dblp.org/streams/conf/bmsd,BMSD
https://dblp.org/streams/conf/xai,xAI (1)
https://dblp.org/streams/conf/eurocolt,EuroCOLT
https://dblp.org/streams/conf/qest,QEST
https://dblp.org/streams/conf/er,ER Workshops
https://dblp.org/streams/conf/iwaenc,IWAENC
https://dblp.org/streams/conf/urai,UR
https://dblp.org/streams/conf/stoc,STOC
https://dblp.org/streams/conf/isie,ISIE
https://dblp.org/streams/conf/hotnets,HotNets
https://dblp.org/streams/conf/icarm,ICARM
https://dblp.org/streams/conf/sum,SUM
https://dblp.org/streams/conf/in4pl,IN4PL
https://dblp.org/streams/conf/iros,IROS
https://dblp.org/streams/conf/eics,EICS
https://dblp.org/streams/conf/robio,ROBIO
https://dblp.org/streams/conf/iwia,IWIA
https://dblp.org/streams/conf/iscram,ISCRAM
https://dblp.org/streams/conf/asap,ASAP
https://dblp.org/streams/conf/europar,Euro-Par
https://dblp.org/streams/conf/kolicalling,Koli Calling
https://dblp.org/streams/conf/tapsoft,"TAPSOFT, Vol.2"
https://dblp.org/streams/conf/icn,ICN/ICONS/MCL
https://dblp.org/streams/conf/ppig,PPIG
https://dblp.org/streams/conf/lwa,LWA
https://dblp.org/streams/conf/ictac,ICTAC
https://dblp.org/streams/conf/icse-gas,GAS
https://dblp.org/streams/conf/ssci,SSCI
https://dblp.org/streams/conf/iwpc,ICPC
https://dblp.org/streams/conf/icdl,ICDL
https://dblp.org/streams/conf/coling,COLING
https://dblp.org/streams/conf/microcomputing,Microcomputing
https://dblp.org/streams/conf/f-egc,EGC
https://dblp.org/streams/conf/asplos,ASPLOS
https://dblp.org/streams/conf/vldb,VLDB
https://dblp.org/streams/conf/kivs,NetSys
https://dblp.org/streams/conf/dagm,DAGM-Symposium
https://dblp.org/streams/conf/ijcnlp,IJCNLP
https://dblp.org/streams/conf/sefm,SEFM
https://dblp.org/streams/conf/fdl,FDL
https://dblp.org/streams/conf/IEEEscc,IEEE SCC
https://dblp.org/streams/conf/dft,DFTS
https://dblp.org/streams/conf/lctrts,LCTES
https://dblp.org/streams/conf/quatic,QUATIC
https://dblp.org/streams/conf/inss,INSS
https://dblp.org/streams/conf/uml,UML
https://dblp.org/streams/conf/iwpec,IPEC
https://dblp.org/streams/conf/issse,ISSSE
https://dblp.org/streams/conf/ideal,IDEAL
https://dblp.org/streams/conf/owled,OWLED
https://dblp.org/streams/conf/ndss,NDSS
https://dblp.org/streams/conf/btas,BTAS
https://dblp.org/streams/conf/refsq,REFSQ Workshops
https://dblp.org/streams/conf/avi,Advanced Visual Interfaces
https://dblp.org/streams/conf/pimrc,PIMRC
https://dblp.org/streams/conf/ecweb,EC-Web
https://dblp.org/streams/conf/agtive,AGTIVE
https://dblp.org/streams/conf/nmr,NMR
https://dblp.org/streams/conf/hpcasia,HPC Asia
https://dblp.org/streams/conf/tap,TAP@FM
https://dblp.org/streams/conf/programming,Programming
https://dblp.org/streams/conf/momm,MoMM
https://dblp.org/streams/conf/ccnc,CCNC
https://dblp.org/streams/conf/ifip10,BICC
https://dblp.org/streams/conf/bmvc,BMVC
https://dblp.org/streams/conf/cgi,Computer Graphics International
https://dblp.org/streams/conf/netsoft,NetSoft
https://dblp.org/streams/conf/eoolt,EOOLT
https://dblp.org/streams/conf/caap,CAAP
https://dblp.org/streams/conf/pasc,PASC
https://dblp.org/streams/conf/p2p,P2P
https://dblp.org/streams/conf/iccps,ICCPS
https://dblp.org/streams/conf/modelsward,MODELSWARD
https://dblp.org/streams/conf/itc,ITC
https://dblp.org/streams/conf/focs,FOCS
FFSE@CSMR,FFSE@CSMR
https://dblp.org/streams/conf/ifip10-3,DIPES
https://dblp.org/streams/conf/ewgdss,ICDSST
https://dblp.org/streams/conf/soco,SC
https://dblp.org/streams/conf/samos,ICSAMOS
https://dblp.org/streams/conf/ipmu,IPMU
https://dblp.org/streams/conf/jist,JIST
https://dblp.org/streams/conf/dagstuhl,Software Engineering for Self-Adaptive Systems
https://dblp.org/streams/series/dagstuhl,Scalable Data Management in Evolving Networks
https://dblp.org/streams/conf/wsa,WSA
https://dblp.org/streams/conf/cloudcom,CloudCom
https://dblp.org/streams/conf/eurogp,EuroGP
https://dblp.org/streams/conf/eurocon,EUROCON
https://dblp.org/streams/conf/edbt,EDBT
https://dblp.org/streams/conf/stacs,STACS
https://dblp.org/streams/conf/adbis,ADBIS
https://dblp.org/streams/conf/dms,DMS
https://dblp.org/streams/conf/gsem,NODe/GSEM
https://dblp.org/streams/conf/colcom,CollaborateCom
https://dblp.org/streams/conf/mcss,MCSS
https://dblp.org/streams/conf/ausctw,AusCTW
https://dblp.org/streams/conf/coco,CCC
https://dblp.org/streams/conf/socrob,ICSR
https://dblp.org/streams/conf/cores,CORES
https://dblp.org/streams/conf/sirocco,SIROCCO
https://dblp.org/streams/conf/fm,FM
https://dblp.org/streams/conf/iccl2,ICCL
https://dblp.org/streams/conf/scoop,Solving Combinatorial Optimization Problems in Parallel
https://dblp.org/streams/conf/seuh,SEUH
https://dblp.org/streams/conf/isvc,ISVC (1)
https://dblp.org/streams/conf/vorgehensmodelle,PVM
https://dblp.org/streams/conf/skg,SKG
https://dblp.org/streams/conf/bionetics,BICT
https://dblp.org/streams/conf/fsttcs,FSTTCS
https://dblp.org/streams/conf/sensys,SenSys
https://dblp.org/streams/conf/swat,SWAT
https://dblp.org/streams/conf/icict2,ICICT
https://dblp.org/streams/conf/gnnet,GNNet@CoNEXT
https://dblp.org/streams/conf/calc,CaLC
https://dblp.org/streams/conf/text2kg,TEXT2KG/DQMLKG@ESWC
https://dblp.org/streams/conf/secdev,SecDev
https://dblp.org/streams/conf/saso,SASO
https://dblp.org/streams/conf/simultech,SIMULTECH
https://dblp.org/streams/conf/ppopp,PPoPP
https://dblp.org/streams/conf/icann,ICANN (4)
https://dblp.org/streams/conf/ipps,IPDPS
https://dblp.org/streams/conf/icecsys,ICECS
https://dblp.org/streams/conf/wm,Wissensmanagement
https://dblp.org/streams/conf/icpram,ICPRAM
https://dblp.org/streams/conf/awoc,AWOC
https://dblp.org/streams/conf/somet,SoMeT
https://dblp.org/streams/conf/ssrr,SSRR
https://dblp.org/streams/conf/iukm,IUKM (1)
https://dblp.org/streams/conf/wikidata,Wikidata
https://dblp.org/streams/conf/vmv,VMV
https://dblp.org/streams/conf/euc,EUC
https://dblp.org/streams/conf/reconfig,ReConFig
https://dblp.org/streams/conf/vinci,VINCI
https://dblp.org/streams/conf/syscon,SysCon
https://dblp.org/streams/conf/icse,ICSE (1)
https://dblp.org/streams/conf/serscps-ws,SEsCPS@ICSE
https://dblp.org/streams/conf/ast,AST
https://dblp.org/streams/conf/wosq,WoSQ@ICSE
NIER@ICSE,NIER@ICSE
https://dblp.org/streams/conf/icse-mise,MiSE@ICSE
https://dblp.org/streams/conf/icse-seh,SEHC@ICSE
https://dblp.org/streams/conf/astws,AST@ICSE
https://dblp.org/streams/conf/fose-ws,FOSE
https://dblp.org/streams/conf/emnlp,EMNLP
https://dblp.org/streams/conf/icrai,ICRAI
https://dblp.org/streams/conf/isccsp,ISCCSP
https://dblp.org/streams/conf/digra,DiGRA Conference
https://dblp.org/streams/conf/esm,ESM
https://dblp.org/streams/conf/eles,ELES
https://dblp.org/streams/conf/dhd,DHd
https://dblp.org/streams/conf/ml4cps,ML4CPS
https://dblp.org/streams/conf/icsob,ICSOB
https://dblp.org/streams/conf/iseud,WWDD@IS-EUD
https://dblp.org/streams/conf/icmt,ICMT
https://dblp.org/streams/conf/wocci,WOCCI
https://dblp.org/streams/conf/pdcn,Parallel and Distributed Computing and Networks
https://dblp.org/streams/conf/nanocom,NANOCOM
https://dblp.org/streams/conf/icmcs,"ICMCS, Vol. 2"
https://dblp.org/streams/conf/moreal,International Working Conference on Model Realism
https://dblp.org/streams/conf/icalp,ICALP (1)
https://dblp.org/streams/conf/dsml,DSML
https://dblp.org/streams/conf/sbesc,SBESC
https://dblp.org/streams/conf/etfa,ETFA
https://dblp.org/streams/conf/m-dbis,Database Mechanisms for Mobile Applications
https://dblp.org/streams/conf/iwpse,IWPSE
https://dblp.org/streams/conf/fusion,FUSION
https://dblp.org/streams/conf/uksim,UKSim
https://dblp.org/streams/conf/dasc,DASC
https://dblp.org/streams/conf/emo,EMO
https://dblp.org/streams/conf/asiacrypt,ASIACRYPT (2)
https://dblp.org/streams/conf/soca,SOCA
https://dblp.org/streams/conf/lacci,LA-CCI
https://dblp.org/streams/conf/btw,BTW
https://dblp.org/streams/conf/ersa,ERSA
https://dblp.org/streams/journals/coap,Comput. Optim. Appl.
https://dblp.org/streams/journals/isf,Inf. Syst. Frontiers
https://dblp.org/streams/conf/segragra,SEGRAGRA
https://dblp.org/streams/conf/cocv,COCV
https://dblp.org/streams/conf/fovmt,FoVMT
https://dblp.org/streams/series/entcs,VerAS@TPHOLs
https://dblp.org/streams/conf/fesca,FESCA@ETAPS
https://dblp.org/streams/conf/mbt,MBT
https://dblp.org/streams/conf/gtvmt,GT-VMT@ICGT
https://dblp.org/streams/conf/ldta,LDTA@ETAPS
https://dblp.org/streams/conf/getgrats,GETGRATS Closing Workshop
https://dblp.org/streams/conf/unigra,UNIGRA
https://dblp.org/streams/journals/cn,Comput. Networks
https://dblp.org/streams/journals/csl,Comput. Speech Lang.
https://dblp.org/streams/journals/njc,Nord. J. Comput.
https://dblp.org/streams/journals/sigact,SIGACT News
https://dblp.org/streams/journals/bdr,Big Data Res.
https://dblp.org/streams/journals/taslp,IEEE Trans. Speech Audio Process.
https://dblp.org/streams/journals/jgo,J. Glob. Optim.
https://dblp.org/streams/journals/scheduling,J. Sched.
https://dblp.org/streams/journals/ejasp,EURASIP J. Adv. Signal Process.
https://dblp.org/streams/journals/eg,Electron. Gov. an Int. J.
https://dblp.org/streams/journals/peng,Prod. Eng.
https://dblp.org/streams/journals/datamine,Data Min. Knowl. Discov.
https://dblp.org/streams/journals/tmc,IEEE Trans. Mob. Comput.
https://dblp.org/streams/journals/dase,Data Sci. Eng.
https://dblp.org/streams/journals/cor,Comput. Oper. Res.
https://dblp.org/streams/journals/mst,Theory Comput. Syst.
https://dblp.org/streams/journals/asc,Appl. Soft Comput.
https://dblp.org/streams/journals/cga,IEEE Computer Graphics and Applications
https://dblp.org/streams/journals/rjour,R J.
https://dblp.org/streams/journals/cphysics,Comput. Phys. Commun.
https://dblp.org/streams/journals/jfi,J. Frankl. Inst.
https://dblp.org/streams/journals/toce,ACM Trans. Comput. Educ.
https://dblp.org/streams/journals/bsl,Bull. Symb. Log.
https://dblp.org/streams/journals/ile,Interact. Learn. Environ.
https://dblp.org/streams/journals/presence,Presence Teleoperators Virtual Environ.
https://dblp.org/streams/journals/simpra,Simul. Pract. Theory
https://dblp.org/streams/journals/jcise,J. Comput. Inf. Sci. Eng.
https://dblp.org/streams/journals/jss,J. Syst. Softw.
https://dblp.org/streams/journals/mam,Microprocess. Microsystems
https://dblp.org/streams/journals/siamdm,SIAM J. Discret. Math.
https://dblp.org/streams/journals/siamcomp,SIAM J. Comput.
https://dblp.org/streams/journals/dud,Datenschutz und Datensicherheit
https://dblp.org/streams/journals/isem,Inf. Syst. E Bus. Manag.
https://dblp.org/streams/journals/tissec,ACM Trans. Priv. Secur.
https://dblp.org/streams/journals/ar,Adv. Robotics
https://dblp.org/streams/journals/pacmnet,Proc. ACM Netw.
https://dblp.org/streams/journals/csur,ACM Comput. Surv.
https://dblp.org/streams/journals/jucs,J. Univers. Comput. Sci.
https://dblp.org/streams/journals/cc,Comput. Complex.
https://dblp.org/streams/journals/ml,Mach. Learn.
https://dblp.org/streams/journals/ijar,Int. J. Approx. Reason.
https://dblp.org/streams/journals/cm,IEEE Commun. Mag.
https://dblp.org/streams/journals/jmis,J. Manag. Inf. Syst.
https://dblp.org/streams/journals/dss,Decis. Support Syst.
https://dblp.org/streams/journals/prl,Pattern Recognit. Lett.
https://dblp.org/streams/journals/bmcsb,BMC Syst. Biol.
https://dblp.org/streams/journals/adac,Adv. Data Anal. Classif.
https://dblp.org/streams/journals/pami,IEEE Trans. Pattern Anal. Mach. Intell.
https://dblp.org/streams/journals/ton,IEEE/ACM Trans. Netw.
https://dblp.org/streams/journals/bigdata,Big Data
https://dblp.org/streams/journals/scp,Sci. Comput. Program.
https://dblp.org/streams/journals/scpe,Scalable Comput. Pract. Exp.
https://dblp.org/streams/journals/spe,Softw. Pract. Exp.
https://dblp.org/streams/journals/ejasmp,EURASIP J. Audio Speech Music. Process.
https://dblp.org/streams/journals/ijrr,Int. J. Robotics Res.
https://dblp.org/streams/journals/csr,Comput. Sci. Rev.
https://dblp.org/streams/journals/ijsr,Int. J. Soc. Robotics
https://dblp.org/streams/journals/sigkdd,SIGKDD Explor.
https://dblp.org/streams/journals/iet-cdt,IET Comput. Digit. Tech.
https://dblp.org/streams/journals/csse,Comput. Syst. Sci. Eng.
https://dblp.org/streams/journals/tsp,IEEE Trans. Signal Process.
https://dblp.org/streams/journals/sosym,Softw. Syst. Model.
https://dblp.org/streams/journals/misqe,MIS Q. Executive
https://dblp.org/streams/journals/pc,Parallel Comput.
https://dblp.org/streams/journals/el,Electron. Libr.
https://dblp.org/streams/journals/ejis,Eur. J. Inf. Syst.
https://dblp.org/streams/journals/ijcon,Int. J. Control
https://dblp.org/streams/journals/jmui,J. Multimodal User Interfaces
https://dblp.org/streams/journals/jal,J. Algorithms
https://dblp.org/streams/journals/fgcs,Future Gener. Comput. Syst.
https://dblp.org/streams/journals/tcs,Theor. Comput. Sci.
https://dblp.org/streams/journals/bjet,Br. J. Educ. Technol.
https://dblp.org/streams/journals/datasci,Data Sci.
https://dblp.org/streams/journals/tvt,IEEE Trans. Veh. Technol.
https://dblp.org/streams/journals/sigpro,Signal Process.
https://dblp.org/streams/journals/toct,ACM Trans. Comput. Theory
https://dblp.org/streams/journals/cogsci,Cogn. Sci.
https://dblp.org/streams/journals/iandc,Inf. Comput.
https://dblp.org/streams/journals/ipl,Inf. Process. Lett.
https://dblp.org/streams/journals/jns,J. Nonlinear Sci.
https://dblp.org/streams/journals/tse,IEEE Trans. Software Eng.
https://dblp.org/streams/journals/wias,Web Intell. Agent Syst.
https://dblp.org/streams/journals/wipiec,WiPiEC Journal
https://dblp.org/streams/journals/tcasI,IEEE Trans. Circuits Syst. I Regul. Pap.
https://dblp.org/streams/journals/smr,J. Softw. Evol. Process.
https://dblp.org/streams/journals/firai,Frontiers Robotics AI
https://dblp.org/streams/journals/didactica,Informatica Didact.
https://dblp.org/streams/journals/cstat,Comput. Stat.
https://dblp.org/streams/journals/informaticaSI,Informatica (Slovenia)
https://dblp.org/streams/journals/jacm,J. ACM
https://dblp.org/streams/journals/ijprai,Int. J. Pattern Recognit. Artif. Intell.
https://dblp.org/streams/journals/semweb,Semantic Web
https://dblp.org/streams/journals/ec,Evol. Comput.
https://dblp.org/streams/journals/finr,Frontiers Neurorobotics
https://dblp.org/streams/journals/siammax,SIAM J. Matrix Anal. Appl.
https://dblp.org/streams/journals/iam,Inf. Manag.
https://dblp.org/streams/journals/networks,Networks
https://dblp.org/streams/journals/sigmetrics,SIGMETRICS Perform. Evaluation Rev.
https://dblp.org/streams/journals/vlsisp,J. Signal Process. Syst.
https://dblp.org/streams/journals/trob,IEEE Trans. Robotics
https://dblp.org/streams/journals/topics,Top. Cogn. Sci.
https://dblp.org/streams/journals/jar,J. Autom. Reason.
https://dblp.org/streams/journals/logcom,J. Log. Comput.
https://dblp.org/streams/journals/ife,Comput. Sci. Res. Dev.
https://dblp.org/streams/journals/jodsn,J. Data Semant.
https://dblp.org/streams/journals/acta,Acta Informatica
https://dblp.org/streams/journals/tcc,IEEE Trans. Cloud Comput.
https://dblp.org/streams/journals/cg,Comput. Graph.
https://dblp.org/streams/journals/icl,IEEE Commun. Lett.
https://dblp.org/streams/journals/electronicmarkets,Electron. Mark.
https://dblp.org/streams/journals/ijngc,Int. J. Next Gener. Comput.
https://dblp.org/streams/journals/tc,IEEE Trans. Computers
https://dblp.org/streams/journals/chb,Comput. Hum. Behav.
https://dblp.org/streams/journals/tgcn,IEEE Trans. Green Commun. Netw.
https://dblp.org/streams/journals/tedu,Trans. Edutainment
https://dblp.org/streams/journals/tsusc,IEEE Trans. Sustain. Comput.
